Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0340,,373,,ZHILIGA                       , 586   ," 1,318   "," 1,619   "," 12,602   ", -     , -     , -     , -     ," 2,205   "," 13,920   ",-6.544359,33.295212
0341,,369,,HAD BRACHOUA                  , 836   ," 3,126   "," 1,431   "," 13,733   ", -     , -     , -     , -     ," 2,267   "," 16,860   ",-6.631982,33.693946
0342,,360,,AIN SBIT                      , 288   , 362   ," 2,168   "," 23,972   ", -     , -     , -     , -     ," 2,456   "," 24,334   ",-6.520171,33.556318
0343,,346,,SIDI KACEM                    ," 8,749   "," 49,455   "," 14,889   "," 90,442   ", -     , -     , -     , -     ," 23,638   "," 139,897   ",-5.708929,34.2240607
0344,,346,,SIDI KACEM CHLIHAT            , -     , -     , 92   , 24   , -     , -     , -     , -     , 92   , 24   ,-5.735604,34.238839
0345,,335,,KHENICHET                     ," 1,826   "," 9,136   "," 4,752   "," 36,467   ", -     , -     , -     , -     ," 6,578   "," 45,603   ",-5.685366,34.43896
0346,,346,,SIDI KACEM ZAOUIA             , 545   ," 2,109   "," 1,940   "," 12,513   ", -     , -     , -     , -     ," 2,485   "," 14,622   ",-5.711067,34.204923
0347,,349,,SIDI SLIMANE                  ," 8,747   "," 38,148   "," 12,051   "," 61,596   ", -     , -     , -     , -     ," 20,798   "," 99,744   ",-5.9253592,34.2621976
0348,,349,,SIDI SLIMANE HAY AL MASJID    , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-5.929409,34.258901
0349,,349,,SIDI SLIMANE OULAD EL GHAZI   , 501   , 885   ," 1,185   "," 4,387   ", 1   , 48   , -     , -     ," 1,687   "," 5,321   ",-5.922808,34.259429
0350,,349,,SIDI SLIMANE 5EME BAFRA       , 325   ," 1,899   ", 311   , 817   , -     , -     , -     , -     , 636   ," 2,716   ",-6.0572326,34.2349026
0351,,352,,DAR BEL AMRI                  , 575   ," 1,255   ", 553   ," 4,649   ", -     , -     , -     , -     ," 1,128   "," 5,905   ",-5.969398,34.188622
0352,,353,,SOUK LARBAA HAY ESSALAM       ," 1,007   "," 4,550   "," 3,196   "," 20,081   ", -     , -     , -     , -     ," 4,203   "," 24,631   ",-5.992237,34.67587
0353,,331,,MLY BOUSSELHAM                ," 1,370   "," 6,059   "," 2,488   "," 13,094   ", -     , -     , -     , -     ," 3,858   "," 19,153   ",-6.281476,34.878789
0354,,353,,SOUK LARBâA DU GHARB          ," 8,311   "," 30,386   "," 14,311   "," 71,228   ", -     , -     , -     , -     ," 22,622   "," 101,614   ",-6.0040739,34.6850835
0355,,354,,ARBAOUA                       ," 1,771   "," 6,753   "," 4,148   "," 45,352   ", -     , -     , -     , -     ," 5,919   "," 52,105   ",-5.924284,34.91018
0356,,333,,HAD KOURT                     , 942   ," 5,684   "," 2,569   "," 13,885   ", -     , -     , -     , -     ," 3,511   "," 19,570   ",-5.734136,34.616957
0357,,336,,MECHRâA BELKSIRI              ," 5,437   "," 19,247   "," 9,552   "," 46,354   ", -     , -     , -     , -     ," 14,989   "," 65,602   ",-5.9540815,34.576848
0358,,356,,LALLA MIMOUNA                 ," 1,865   "," 8,574   "," 4,436   "," 32,256   ", -     , -     , -     , -     ," 6,301   "," 40,830   ",-6.070223,34.847771
0359,,851,,JORF EL MELHA                 ," 2,339   "," 13,938   "," 6,405   "," 37,897   ", 1   , 40   , -     , -     ," 8,745   "," 51,874   ",-5.5085103,34.4876652
0360,,359,,SOUK TLETA EL GHARB           , 512   , 956   ," 1,558   "," 7,902   ", -     , -     , -     , -     ," 2,070   "," 8,858   ",-6.136237,34.618903
0361,,343,,SIDI BOUSBER                  , 766   ," 7,054   "," 1,294   "," 9,729   ", -     , -     , -     , -     ," 2,060   "," 16,783   ",-5.361151,34.564056
0362,,334,,AIN DEFFALI                   , 424   ," 1,377   "," 1,141   "," 6,396   ", -     , -     , -     , -     ," 1,565   "," 7,773   ",-5.552409,34.595684
0363,,360,,SEBT AIT IKKOU                , 220   , 518   , 805   ," 4,273   ", -     , -     , -     , -     ," 1,025   "," 4,790   ",-6.136423,33.67041
0364,,374,,TIFLET MEDINA                 ," 5,992   "," 29,620   "," 9,944   "," 85,009   ", -     , -     , -     , -     ," 15,936   "," 114,629   ",-6.3116509,33.8933443
0365,,365,,OULMES                        ," 1,830   "," 6,774   "," 5,460   "," 28,920   ", -     , -     , -     , -     ," 7,290   "," 35,695   ",-6.006354,33.422269
0366,,367,,TIDDAS                        ," 1,652   "," 8,967   "," 2,396   "," 29,771   ", -     , -     , -     , -     ," 4,048   "," 38,738   ",-6.267491,33.568088
0367,,366,,MAAZIZ                        ," 2,181   "," 8,518   "," 4,952   "," 44,236   ", -     , -     , -     , -     ," 7,133   "," 52,753   ",-6.319043,33.667483
0368,,375,,SIDI ABDERAZAK                , 628   ," 3,367   "," 1,914   "," 18,647   ", -     , -     , -     , -     ," 2,542   "," 22,015   ",-6.1626,33.962438
0369,,376,,SIDI ALLAL EL BAHRAOUI        ," 1,190   "," 9,194   "," 4,558   "," 35,345   ", -     , -     , -     , -     ," 5,748   "," 44,538   ",-6.5331665,34.0108348
0370,,374,,TIFLET PPAL                   ," 5,363   "," 37,038   "," 10,125   "," 76,298   ", -     , -     , -     , -     ," 15,488   "," 113,336   ",-6.3239166,33.8933598
0371,,640,,TANGER 20 AOUT                ," 2,062   "," 18,105   "," 2,133   "," 16,607   ", -     , -     , -     , -     ," 4,195   "," 34,712   ",-5.8210856,35.7701761
0372,,647,,KSAR SGHIR                    ," 2,136   "," 9,970   "," 1,344   "," 5,606   ", -     , -     , -     , -     ," 3,480   "," 15,577   ",-5.557934,35.840595
0373,,640,,TANGER PPAL                   ," 30,090   "," 138,586   "," 31,830   "," 163,946   ", 1   , 108   , -     , -     ," 61,921   "," 302,640   ",-5.806961,35.778219
0374,,640,,TANGER AL IRFANE              ," 2,692   "," 15,759   "," 1,867   "," 11,582   ", -     , -     , -     , -     ," 4,559   "," 27,341   ",-5.881784,35.7326049
0375,,640,,TANGER EL OUAFAE              ," 1,386   "," 11,684   "," 1,280   "," 10,673   ", -     , -     , -     , -     ," 2,666   "," 22,357   ",-5.8466042,35.7496905
0376,,640,,TANGER BNI MAKADA             , 1   , 0   , 2   , 1   , -     , -     , -     , -     , 3   , 1   ,-5.8127761,35.760539
0383,,640,,TANGER SOUANI                 ," 10,161   "," 61,590   "," 16,294   "," 88,464   ", -     , -     , -     , -     ," 26,455   "," 150,054   ",-5.8155281,35.7677952
0384,,640,,TANGER DRISSIA                ," 10,783   "," 70,540   "," 17,539   "," 102,015   ", -     , -     , -     , -     ," 28,322   "," 172,555   ",-5.802032,35.760034
0385,,640,,TANGER MSALLAH                ," 5,836   "," 54,869   "," 11,878   "," 63,240   ", -     , -     , -     , -     ," 17,714   "," 118,109   ",-5.8152652,35.7809478
0386,,649,,MELLOUSSA                     , 595   ," 5,198   ", 913   ," 6,064   ", -     , -     , -     , -     ," 1,508   "," 11,263   ",-5.632038,35.735995
0387,,640,,TANGER DRADEB                 ," 2,830   "," 24,863   "," 5,054   "," 29,760   ", -     , -     , -     , -     ," 7,884   "," 54,622   ",-5.8290035,35.7856368
0388,,640,,TANGER VAL FLEURI             ," 1,435   "," 16,243   "," 1,779   "," 14,748   ", -     , -     , -     , -     ," 3,214   "," 30,990   ",-5.8311921,35.7776272
0389,,640,,TANGER AL MAJD                ," 5,283   "," 34,552   "," 7,551   "," 34,404   ", -     , -     , -     , -     ," 12,834   "," 68,956   ",-5.7977665,35.7455849
0390,,648,,GZENAYA                       ," 4,243   "," 26,684   "," 4,414   "," 24,644   ", -     , -     , -     , -     ," 8,657   "," 51,328   ",-5.90594,35.707438
0391,,575,,BERKANE PPAL                  ," 7,069   "," 59,283   "," 28,714   "," 168,876   ", -     , -     , -     , -     ," 35,783   "," 228,158   ",-2.3314311,34.9271874
0392,,575,,BERKANE BOUHDILA              ," 1,142   "," 7,295   "," 1,759   "," 11,527   ", -     , -     , -     , -     ," 2,901   "," 18,822   ",-2.338876,34.928511
0393,,575,,BERKANE EL GRABA              , 526   ," 3,354   "," 3,082   "," 19,955   ", -     , -     , -     , -     ," 3,608   "," 23,309   ",-2.323415,34.920282
0394,,579,,SAIDIA                        ," 1,317   "," 6,374   "," 4,121   "," 19,008   ", 2   , 20   , -     , -     ," 5,440   "," 25,402   ",-2.226403,35.08594
0395,,579,,SAIDIA MARINA                 , 405   ," 1,397   ", 351   , 901   , 1   , 100   , -     , -     , 757   ," 2,399   ",-2.293525,35.10936
0396,,581,,TAFOGHALT                     , 476   ," 4,723   "," 1,087   "," 7,580   ", -     , -     , -     , -     ," 1,563   "," 12,303   ",-2.40989,34.809569
0397,,577,,AKLIM                         , 868   ," 4,753   "," 1,871   "," 10,380   ", -     , -     , -     , -     ," 2,739   "," 15,134   ",-2.518409,34.891209
0398,,580,,MADAGH                        ," 1,087   "," 7,957   "," 3,312   "," 22,682   ", -     , -     , -     , -     ," 4,399   "," 30,638   ",-2.338908,35.010212
0399,,575,,SIDI BOUHOURIA                , 680   ," 12,392   "," 1,350   "," 15,498   ", -     , -     , -     , -     ," 2,030   "," 27,889   ",-2.360322,34.738447
0400,,582,,HASSI BLAL                    ," 1,331   "," 5,874   "," 2,251   "," 8,342   ", -     , -     , -     , -     ," 3,582   "," 14,216   ",-2.206187,34.308108
0401,,575,,AIN REGADA                    , 270   ," 2,665   "," 1,721   "," 23,084   ", -     , -     , -     , -     ," 1,991   "," 25,749   ",-2.2329391,34.9341436
0402,,570,,OUJDA ER-RIAD                 ," 5,315   "," 43,844   "," 15,077   "," 115,616   ", 6   ," 1,475   ", -     , -     ," 20,398   "," 160,936   ",-1.9036228,34.6800348
0403,,572,,SIDI YAHIA DOUJDA             ," 1,897   "," 11,845   "," 6,466   "," 55,257   ", -     , -     , -     , -     ," 8,363   "," 67,102   ",-1.867633,34.667325
0404,,312,,BOUARFA                       ," 4,242   "," 29,988   "," 7,179   "," 38,493   ", -     , -     , -     , -     ," 11,421   "," 68,482   ",-1.958584,32.537341
0405,,312,,BOUARFA HAY TOBA              , -     , -     , 10   , 1   , -     , -     , -     , -     , 10   , 1   ,-1.964182,32.534015
0406,,313,,TENDRARA                      ," 1,889   "," 9,217   "," 5,296   "," 28,190   ", -     , -     , -     , -     ," 7,185   "," 37,407   ",-2.0029852,33.0521649
0407,,316,,BOUANANE                      ," 1,470   "," 10,866   "," 1,493   "," 6,812   ", -     , -     , -     , -     ," 2,963   "," 17,679   ",-3.049234,32.037996
0408,,310,,AIN CHOUATER                  , 89   , 359   , 247   , 413   , -     , -     , -     , -     , 336   , 772   ,-2.963755,31.848321
0409,,570,,NAIMA                         , 336   ," 2,237   ", 621   ," 4,243   ", -     , -     , -     , -     , 957   ," 6,481   ",-2.2190238,34.605387
0410,,570,,OUJDA OUED ENNACHEF           ," 3,903   "," 38,052   "," 16,139   "," 124,529   ", -     , -     , -     , -     ," 20,042   "," 162,581   ",-1.9281408,34.674988
0411,,570,,OUJDA TAKKADOUM               ," 4,993   "," 28,690   "," 17,540   "," 144,846   ", 2   , 100   , -     , -     ," 22,535   "," 173,637   ",-1.916795,34.697204
0412,,570,,EL BESSARA                    , 90   ," 1,173   ", 519   ," 4,154   ", -     , -     , -     , -     , 609   ," 5,327   ",-2.244703,34.710192
0413,,575,,BERKANE EL OUIDADIYA          ," 2,122   "," 18,037   "," 10,869   "," 85,823   ", -     , -     , -     , -     ," 12,991   "," 103,860   ",-2.3154867,34.9163452
0414,,570,,OUJDA ISLY                    ," 1,533   "," 25,772   "," 3,299   "," 32,931   ", 4   , 170   , -     , -     ," 4,836   "," 58,874   ",-1.9190643,34.688642
0415,,310,,FIGUIG                        , 865   ," 11,016   "," 2,846   "," 21,785   ", -     , -     , -     , -     ," 3,711   "," 32,801   ",-1.2287388,32.1098006
0416,,310,,FIGUIG ZENAGA                 , 100   ," 1,016   "," 1,689   "," 30,335   ", -     , -     , -     , -     ," 1,789   "," 31,351   ",-1.2355838,32.098145
0417,,310,,FIGUIG HAUTS KSOURS           , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-1.2184444,32.120068
0418,,570,,OUJDA ESSAADA                 ," 2,426   "," 21,170   "," 7,495   "," 75,624   ", -     , -     , -     , -     ," 9,921   "," 96,793   ",-1.887213,34.6784853
0419,,570,,OUJDA NAHDA                   ," 1,771   "," 20,871   "," 3,872   "," 47,250   ", -     , -     , -     , -     ," 5,643   "," 68,121   ",-1.93869,34.6817023
0420,,500,,NADOR OULAD MIMOUNE           ," 1,785   "," 14,130   "," 3,461   "," 14,395   ", -     , -     , -     , -     ," 5,246   "," 28,525   ",-2.935952,35.167915
0421,,521,,HASSI BERKANE                 , 481   ," 4,103   "," 1,174   "," 7,133   ", -     , -     , -     , -     ," 1,655   "," 11,237   ",-2.87672,34.838633
0422,,518,,RAS EL MA                     , 718   ," 4,970   "," 1,798   "," 5,913   ", -     , -     , -     , -     ," 2,516   "," 10,883   ",-2.42373,35.138183
0423,,520,,KARIAT ARKMANE                , 523   ," 3,629   "," 1,926   "," 7,386   ", -     , -     , -     , -     ," 2,449   "," 11,015   ",-2.740228,35.103038
0424,,512,,SELOUANE                      ," 1,767   "," 12,711   "," 3,509   "," 16,458   ", -     , -     , -     , -     ," 5,276   "," 29,169   ",-2.942741,35.068043
0425,,500,,TLETA JBEL                    , 247   ," 1,581   ", 273   ," 1,267   ", -     , -     , -     , -     , 520   ," 2,849   ",-3.047635,35.183689
0426,,500,,NADOR                         ," 18,147   "," 81,547   "," 23,111   "," 76,106   ", 1   , 40   , -     , -     ," 41,259   "," 157,693   ",-2.9251179,35.1761234
0427,,500,,NADOR FAR                     , 332   , 473   , -     , -     , -     , -     , -     , -     , 332   , 473   ,-2.9255605,35.1298946
0428,,519,,ZAIO                          ," 2,093   "," 12,367   "," 4,983   "," 16,962   ", -     , -     , -     , -     ," 7,076   "," 29,329   ",-2.7340964,34.9416496
0429,,507,,SEGANGAN                      ," 2,829   "," 15,547   "," 5,791   "," 16,973   ", -     , -     , -     , -     ," 8,620   "," 32,520   ",-3.002411,35.154635
0430,,528,,TAFERSITE                     , 500   ," 5,330   "," 1,428   "," 8,809   ", -     , -     , -     , -     ," 1,928   "," 14,140   ",-3.54125,35.007099
0431,,523,,BEN TIB                       , 846   ," 5,477   "," 3,475   "," 16,778   ", 2   , 934   , -     , -     ," 4,323   "," 23,188   ",-3.452545,35.045194
0432,,501,,DRIOUCH                       ," 1,233   "," 6,961   "," 3,984   "," 17,015   ", -     , -     , -     , -     ," 5,217   "," 23,976   ",-3.39207,34.979624
0433,,503,,DAR KEBDANI                   , 426   ," 3,215   "," 1,117   "," 7,043   ", -     , -     , -     , -     ," 1,543   "," 10,258   ",-3.335367,35.118612
0434,,524,,MIDAR                         ," 1,365   "," 7,479   "," 2,608   "," 7,223   ", -     , -     , -     , -     ," 3,973   "," 14,702   ",-3.533847,34.943517
0435,,515,,MONTE ARRUI                   ," 3,172   "," 33,300   "," 7,116   "," 40,132   ", 1   , 380   , -     , -     ," 10,289   "," 73,812   ",-3.000138,35.01122
0436,,515,,MONTE ARUI AL MASSIRA         , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-3.006416,35.01118
0437,,511,,BENI ENZAR                    ," 3,147   "," 19,112   "," 8,298   "," 35,388   ", 1   , 37   , -     , -     ," 11,446   "," 54,537   ",-2.9328494,35.2668512
0438,,585,,TAOURIRT                      ," 6,751   "," 47,840   "," 10,615   "," 71,623   ", -     , -     , -     , -     ," 17,366   "," 119,463   ",-2.8944415,34.4151967
0439,,585,,TAOURIRT HAY ES SOUK          , 3   , 1   , 22   , 16   , -     , -     , -     , -     , 25   , 17   ,-2.8926981,34.4090053
0440,,585,,TAOURIRT  FAR                 , 562   ," 2,118   ", 119   , 21   , -     , -     , -     , -     , 681   ," 2,140   ",-2.892423,34.399049
0441,,585,,TAOURIRT NAHDA                , 494   ," 2,750   ", 786   ," 4,862   ", -     , -     , -     , -     ," 1,280   "," 7,612   ",-2.8935671,34.3951271
0442,,586,,DEBDOU                        , 802   ," 6,743   "," 1,954   "," 21,532   ", -     , -     , -     , -     ," 2,756   "," 28,274   ",-3.040861,33.984148
0443,,527,,BOUDINAR                      , 555   ," 5,859   ", 991   ," 3,050   ", 1   , 50   , -     , -     ," 1,547   "," 8,959   ",-3.631834,35.156054
0444,,500,,MHAJER                        , 31   , 221   , 285   ," 1,531   ", -     , -     , -     , -     , 316   ," 1,752   ",-3.49093,35.118486
0445,,500,,TIZTOUTINE                    , 335   ," 3,431   "," 1,153   "," 11,320   ", -     , -     , -     , -     ," 1,488   "," 14,751   ",-3.155994,34.971201
0446,,502,,AIN ZORAH                     , 174   ," 1,017   ", 640   ," 2,897   ", -     , -     , -     , -     , 814   ," 3,913   ",-3.534615,34.652497
0447,,525,,KHEMIS TEMSAMANE              , 585   ," 6,894   ", 885   ," 6,799   ", 1   , 70   , -     , -     ," 1,471   "," 13,763   ",-3.639822,35.120661
0448,,508,,HAD BNI CHIKER                , 797   ," 4,419   "," 1,875   "," 10,799   ", -     , -     , -     , -     ," 2,672   "," 15,218   ",-3.014454,35.276436
0449,,720,,ASMATEN                       , 260   ," 1,617   ", 444   ," 2,822   ", -     , -     , -     , -     , 704   ," 4,439   ",-5.357139,35.31875
0450,,720,,TETOUAN ZONE INDUSTRIELLE     , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-5.3091323,35.6063269
0451,,720,,TETOUAN PPAL                  ," 17,901   "," 104,184   "," 25,825   "," 126,095   ", -     , -     , -     , -     ," 43,726   "," 230,279   ",-5.3739802,35.5705832
0452,,727,,TETOUAN CABO NEGRO            , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-5.284869,35.666741
0453,,720,,TETOUAN TOUILAA               , 616   ," 4,686   ", 462   ," 4,403   ", -     , -     , -     , -     ," 1,078   "," 9,089   ",-5.3568864,35.580974
0454,,726,,FNIDEQ                        ," 4,669   "," 34,155   "," 8,411   "," 49,703   ", -     , -     , -     , -     ," 13,080   "," 83,859   ",-5.3551457,35.847624
0455,,727,,MARTIL                        ," 35,147   "," 40,222   "," 10,702   "," 42,921   ", -     , -     , -     , -     ," 45,849   "," 83,143   ",-5.2778605,35.616652
0456,,728,,MDIQ                          ," 3,774   "," 19,720   "," 8,061   "," 28,899   ", -     , -     , -     , -     ," 11,835   "," 48,619   ",-5.3228036,35.6848275
0457,,729,,OUED LAOU                     ," 1,164   "," 4,685   "," 1,904   "," 10,123   ", -     , -     , -     , -     ," 3,068   "," 14,808   ",-5.090564,35.448207
0458,,720,,TETOUAN MHANECH               ," 1,983   "," 18,384   "," 4,583   "," 22,338   ", -     , -     , -     , -     ," 6,566   "," 40,723   ",-5.3631843,35.5646903
0459,,720,,TETOUAN MY EL HASSAN          ," 4,400   "," 36,134   "," 7,259   "," 46,592   ", -     , -     , -     , -     ," 11,659   "," 82,726   ",-5.354582,35.572421
0460,,720,,TETOUAN SIDI TALHA            ," 4,241   "," 24,572   "," 7,845   "," 54,221   ", -     , -     , -     , -     ," 12,086   "," 78,793   ",-5.3811872,35.5748102
0461,,720,,TETOUAN TOUABEL               ," 3,238   "," 29,007   "," 4,617   "," 33,750   ", 1   , 16   , -     , -     ," 7,856   "," 62,774   ",-5.3456681,35.5812282
0462,,722,,BNI KARRICH FOUKI             , 682   ," 4,851   "," 1,072   "," 6,449   ", -     , -     , -     , -     ," 1,754   "," 11,300   ",-5.422949,35.50742
0463,,50,,AL HOCEIMA PRINCIPAL          ," 8,677   "," 43,291   "," 9,295   "," 31,705   ", 4   , 435   , -     , -     ," 17,976   "," 75,431   ",-3.9317241,35.2435468
0464,,61,,TARGUIST                      ," 1,871   "," 16,584   "," 4,905   "," 22,866   ", -     , -     , -     , -     ," 6,776   "," 39,450   ",-4.315031,34.93579
0465,,57,,IMZOUREN                      ," 2,678   "," 15,591   "," 4,029   "," 14,023   ", -     , -     , -     , -     ," 6,707   "," 29,614   ",-3.850459,35.146771
0466,,56,,BNI HADIFA                    , 499   ," 3,816   ", 956   ," 7,451   ", -     , -     , -     , -     ," 1,455   "," 11,267   ",-4.142092,35.0221
0467,,50,,TORRES DE ALCALA              , 83   , 169   , 238   , 945   , -     , -     , -     , -     , 321   ," 1,114   ",-4.324853,35.156429
0468,,55,,BENI BOUAYACH                 , 956   ," 4,657   "," 1,386   "," 3,555   ", -     , -     , -     , -     ," 2,342   "," 8,212   ",-3.841012,35.101048
0469,,50,,IMRABTEN                      , 437   ," 1,913   ", 264   ," 2,929   ", -     , -     , -     , -     , 701   ," 4,842   ",-3.961566,35.072888
0470,,59,,ISSAGUEN                      ," 1,336   "," 13,701   "," 4,144   "," 19,769   ", -     , -     , -     , -     ," 5,480   "," 33,470   ",-4.570305,34.917828
0471,,62,,BNI AMMART                    , 210   ," 1,164   ", 772   ," 6,644   ", -     , -     , -     , -     , 982   ," 7,809   ",-4.159339,34.812037
0472,,54,,ARBAA TAOURIRT                , -     , -     , 269   , 77   , -     , -     , -     , -     , 269   , 77   ,-3.835926,34.931498
0473,,150,,CHEFCHAOUEN                   ," 4,363   "," 40,813   "," 6,639   "," 44,777   ", -     , -     , -     , -     ," 11,002   "," 85,591   ",-5.2655813,35.1680529
0474,,151,,BAB BERRET                    , 921   ," 7,148   "," 2,313   "," 5,041   ", -     , -     , -     , -     ," 3,234   "," 12,188   ",-4.890375,34.996366
0475,,167,,ZOUMI                         ," 1,334   "," 10,660   "," 2,110   "," 16,263   ", -     , -     , -     , -     ," 3,444   "," 26,923   ",-5.344816,34.797092
0476,,51,,BNI BOUFRAH                   , 376   ," 1,994   ", 821   ," 2,352   ", -     , -     , -     , -     ," 1,197   "," 4,346   ",-4.311034,35.100565
0477,,50,,ROUADI                        , 201   ," 1,977   ", 302   ," 2,309   ", -     , -     , -     , -     , 503   ," 4,287   ",-4.136017,35.140932
0478,,50,,AL HOCEIMA SIDI ABID          ," 1,642   "," 11,030   "," 4,535   "," 17,487   ", -     , -     , -     , -     ," 6,177   "," 28,516   ",-3.9363108,35.2497437
0479,,50,,AIT YOUSSEF OU ALI            , 320   , 836   , 617   , 972   , -     , -     , -     , -     , 937   ," 1,808   ",-3.915947,35.193551
0480,,152,,BNI AHMED                     , 744   ," 6,117   "," 1,494   "," 5,833   ", -     , -     , -     , -     ," 2,238   "," 11,950   ",-5.078312,34.847049
0481,,153,,JEBHA                         ," 1,170   "," 6,416   "," 2,163   "," 17,702   ", -     , -     , -     , -     ," 3,333   "," 24,119   ",-4.66635,35.204706
0482,,50,,SENADA                        , 79   , 312   , 499   ," 1,454   ", -     , -     , -     , -     , 578   ," 1,766   ",-4.214292,35.08108
0483,,165,,MOKRISSET                     , 569   ," 7,035   ", 715   ," 7,681   ", -     , -     , -     , -     ," 1,284   "," 14,716   ",-5.351515,34.92254
0484,,156,,BAB TAZA                      ," 1,224   "," 7,600   "," 1,701   "," 10,409   ", -     , -     , -     , -     ," 2,925   "," 18,009   ",-5.195256,35.061545
0485,,150,,STEHA                         , 953   ," 3,730   "," 1,301   "," 4,342   ", -     , -     , -     , -     ," 2,254   "," 8,073   ",-4.955215,35.345246
0486,,720,,TETOUAN TABOULA               ," 1,274   "," 9,594   "," 1,641   "," 16,719   ", -     , -     , -     , -     ," 2,915   "," 26,313   ",-5.4000539,35.5681375
0487,,570,,OUJDA EL AOUINA               , 753   ," 6,112   "," 1,993   "," 16,976   ", -     , -     , -     , -     ," 2,746   "," 23,088   ",-1.888425,34.691786
0488,,570,,OUJDA HABOUS                  , 701   ," 11,615   "," 1,667   "," 16,482   ", -     , -     , -     , -     ," 2,368   "," 28,097   ",-1.8942672,34.6711343
0489,,570,,OUJDAI ALAZARET               ," 1,218   "," 12,447   "," 2,406   "," 24,422   ", 1   , 420   , -     , -     ," 3,625   "," 37,289   ",-1.8714899,34.6914242
0490,,570,,OUJDA LAMHARCHI               ," 1,213   "," 9,277   "," 2,177   "," 18,280   ", 1   , 30   , -     , -     ," 3,391   "," 27,587   ",-1.9430673,34.691208
0491,,570,,OUJDA EL AMAL                 , 834   ," 8,668   "," 1,537   "," 17,053   ", 1   , 10   , -     , -     ," 2,372   "," 25,732   ",-1.9071056,34.6837998
0492,,570,,OUJDA JAWHARA                 , 836   ," 9,209   "," 1,943   "," 23,629   ", 1   , 300   , -     , -     ," 2,780   "," 33,138   ",-1.9293197,34.6690376
0493,,570,,OUJDA UNIVERSITE              ," 3,801   "," 23,673   "," 3,536   "," 26,205   ", -     , -     , -     , -     ," 7,337   "," 49,877   ",-1.8967295,34.6530062
0494,,500,,NADOR BNDE                    ," 2,320   "," 12,096   "," 2,719   "," 12,615   ", -     , -     , -     , -     ," 5,039   "," 24,711   ",-2.9253432,35.1731747
0495,,780,,CASABLANCA PRINCIPAL          ," 24,490   "," 119,316   "," 27,029   "," 224,089   ", 2   ," 2,499   ", -     , -     ," 51,521   "," 345,904   ",-7.619046,33.592695
0496,,780,,CASA BACHKOU                  ," 1,465   "," 24,111   "," 1,485   "," 21,062   ", -     , -     , -     , -     ," 2,950   "," 45,174   ",-7.627379,33.5573374
0497,,780,,CASABLANCA ENNASSIM           ," 1,720   "," 17,394   "," 2,483   "," 28,418   ", -     , -     , -     , -     ," 4,203   "," 45,812   ",-7.657811,33.519288
0498,,780,,CASABLANCA BOULEVARD 10 MARS  ," 3,132   "," 27,712   "," 2,689   "," 39,539   ", 5   ," 1,424   ", -     , -     ," 5,826   "," 68,676   ",-7.565329,33.561631
0499,,780,,CASA AIN SBAA AL HADIKA       ," 2,985   "," 29,348   "," 2,509   "," 37,500   ", -     , -     , -     , -     ," 5,494   "," 66,848   ",-7.5319467,33.6031976
0500,,780,,CASA EMILE ZOLA               ," 1,318   "," 12,709   ", 971   ," 12,033   ", 1   , 70   , -     , -     ," 2,290   "," 24,812   ",-7.593441,33.595658
0501,,780,,CASA AEROPORT MOHAMED V       , 45   , 405   , 72   , 255   , -     , -     , -     , -     , 117   , 660   ,-7.581317,33.37428
0502,,780,,CASABLANCA TECHNOPARK         , 3   , 3   , -     , -     , -     , -     , -     , -     , 3   , 3   ,-7.6396917,33.5432759
0503,,780,,CASABLANCA BASE NAVALE        ," 1,037   "," 13,995   ", 128   , 303   , -     , -     , -     , -     ," 1,165   "," 14,298   ",-7.61816,33.607078
0504,,780,,CASABLANCA AEROPORT MOHAMED V , -     , -     , -     , -     , -     , -     , -     , -     , -     , -     ,-7.581317,33.37428
0505,,780,,CASABLANCA OASIS GARE         , 1   , 0   , -     , -     , -     , -     , -     , -     , 1   , 0   ,-7.631612,33.554613
0506,,780,,CASABLANCA AIN SEBAA          ," 8,146   "," 52,061   "," 8,968   "," 89,729   ", 1   , 150   , -     , -     ," 17,115   "," 141,940   ",-7.5393261,33.6045872
0507,,796,,AIN HARROUDA                  ," 6,748   "," 44,466   "," 13,179   "," 167,890   ", -     , -     , -     , -     ," 19,927   "," 212,356   ",-7.4497162,33.6366898
0508,,787,,MOHAMMEDIA PRINCIPAL          ," 6,059   "," 48,215   "," 6,882   "," 57,486   ", -     , -     , -     , -     ," 12,941   "," 105,702   ",-7.3963899,33.7060582
0509,,787,,MOHAMMADIA GARE               ," 2,579   "," 23,906   "," 3,350   "," 34,361   ", -     , -     , -     , -     ," 5,929   "," 58,267   ",-7.3874876,33.6965165
0510,,787,,MOHAMMEDIA ALIA               ," 17,311   "," 66,900   "," 18,794   "," 186,615   ", 2   , 800   , -     , -     ," 36,107   "," 254,315   ",-7.3908216,33.6868979
