Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes courants TPE Nombre,Comptes courants TPE Montant,Comptes courants PME Nombre,Comptes courants PME Montant,Comptes courants GE Nombre,Comptes courants GE Montant,Comptes courants Entrepreneurs individuels Nombre,Comptes courants Entrepreneurs individuels Montant,Comptes courants Total Nombre,Comptes courants Total Montant,Dépôts à terme TPE Nombre,Dépôts à terme TPE Montant,Dépôts à terme PME Nombre,Dépôts à terme PME Montant,Dépôts à terme GE Nombre,Dépôts à terme GE Montant,Dépôts à terme Entrepreneurs individuels Nombre,Dépôts à terme Entrepreneurs individuels Montant,Dépôts à terme Total Nombre,Dépôts à terme Total Montant,Code GPS X,Code GPS Y
0437,,511,,BENI ENZAR                    ,,,,, 2   , 2   ,,, 2   , 2   ,,,,,,,,,,,-2.9328494,35.2668512
0438,,585,,TAOURIRT                      ,,,,, 2   , 33   ,,, 2   , 33   ,,,,,,,,,,,-2.8944415,34.4151967
0439,,585,,TAOURIRT HAY ES SOUK          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-2.8926981,34.4090053
0440,,585,,TAOURIRT  FAR                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-2.892423,34.399049
0441,,585,,TAOURIRT NAHDA                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-2.8935671,34.3951271
0442,,586,,DEBDOU                        ,,,,, 2   , 50   ,,, 2   , 50   ,,,,,,,,,,,-3.040861,33.984148
0443,,527,,BOUDINAR                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.631834,35.156054
0444,,500,,MHAJER                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.49093,35.118486
0445,,500,,TIZTOUTINE                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.155994,34.971201
0446,,502,,AIN ZORAH                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.534615,34.652497
0447,,525,,KHEMIS TEMSAMANE              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.639822,35.120661
0448,,508,,HAD BNI CHIKER                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.014454,35.276436
0449,,720,,ASMATEN                       ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-5.357139,35.31875
0450,,720,,TETOUAN ZONE INDUSTRIELLE     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.3091323,35.6063269
0451,,720,,TETOUAN PPAL                  ,,,,, 8   , 49   ,,, 8   , 49   ,,,,,,,,,,,-5.3739802,35.5705832
0452,,727,,TETOUAN CABO NEGRO            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.284869,35.666741
0453,,720,,TETOUAN TOUILAA               ,,,,, 3   , 52   ,,, 3   , 52   ,,,,,,,,,,,-5.3568864,35.580974
0454,,726,,FNIDEQ                        ,,,,, 3   , 23   ,,, 3   , 23   ,,,,,,,,,,,-5.3551457,35.847624
0455,,727,,MARTIL                        ,,,,, 7   , 56   ,,, 7   , 56   ,,,,,,,,,,,-5.2778605,35.616652
0456,,728,,MDIQ                          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.3228036,35.6848275
0457,,729,,OUED LAOU                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.090564,35.448207
0458,,720,,TETOUAN MHANECH               ,,,,, 2   , 36   ,,, 2   , 36   ,,,,,,,,,,,-5.3631843,35.5646903
0459,,720,,TETOUAN MY EL HASSAN          ,,,,, 3   , 11   ,,, 3   , 11   ,,,,,,,,,,,-5.354582,35.572421
0460,,720,,TETOUAN SIDI TALHA            ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-5.3811872,35.5748102
0461,,720,,TETOUAN TOUABEL               ,,,,, 6   , 93   ,,, 6   , 93   ,,,,,,,,,,,-5.3456681,35.5812282
0462,,722,,BNI KARRICH FOUKI             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.422949,35.50742
0463,,50,,AL HOCEIMA PRINCIPAL          ,,,,, 4   , 41   ,,, 4   , 41   ,,,,,,,,,,,-3.9317241,35.2435468
0464,,61,,TARGUIST                      ,,,,, 15   , 14   ,,, 15   , 14   ,,,,,,,,,,,-4.315031,34.93579
0465,,57,,IMZOUREN                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.850459,35.146771
0466,,56,,BNI HADIFA                    ,,,,, 3   , 8   ,,, 3   , 8   ,,,,,,,,,,,-4.142092,35.0221
0467,,50,,TORRES DE ALCALA              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.324853,35.156429
0468,,55,,BENI BOUAYACH                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.841012,35.101048
0469,,50,,IMRABTEN                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.961566,35.072888
0470,,59,,ISSAGUEN                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.570305,34.917828
0471,,62,,BNI AMMART                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.159339,34.812037
0472,,54,,ARBAA TAOURIRT                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.835926,34.931498
0473,,150,,CHEFCHAOUEN                   ,,,,, 1   , 5   ,,, 1   , 5   ,,,,,,,,,,,-5.2655813,35.1680529
0474,,151,,BAB BERRET                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.890375,34.996366
0475,,167,,ZOUMI                         ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-5.344816,34.797092
0476,,51,,BNI BOUFRAH                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.311034,35.100565
0477,,50,,ROUADI                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.136017,35.140932
0478,,50,,AL HOCEIMA SIDI ABID          ,,,,, 3   , 4   ,,, 3   , 4   ,,,,,,,,,,,-3.9363108,35.2497437
0479,,50,,AIT YOUSSEF OU ALI            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-3.915947,35.193551
0480,,152,,BNI AHMED                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.078312,34.847049
0481,,153,,JEBHA                         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.66635,35.204706
0482,,50,,SENADA                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.214292,35.08108
0483,,165,,MOKRISSET                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.351515,34.92254
0484,,156,,BAB TAZA                      ,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-5.195256,35.061545
0485,,150,,STEHA                         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-4.955215,35.345246
0486,,720,,TETOUAN TABOULA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.4000539,35.5681375
0487,,570,,OUJDA EL AOUINA               ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-1.888425,34.691786
0488,,570,,OUJDA HABOUS                  ,,,,, 3   , 3   ,,, 3   , 3   ,,,,,,,,,,,-1.8942672,34.6711343
0489,,570,,OUJDAI ALAZARET               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-1.8714899,34.6914242
0490,,570,,OUJDA LAMHARCHI               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-1.9430673,34.691208
0491,,570,,OUJDA EL AMAL                 ,,,,, 1   , 5   ,,, 1   , 5   ,,,,,,,,,,,-1.9071056,34.6837998
0492,,570,,OUJDA JAWHARA                 ,,,,, 3   , 2   ,,, 3   , 2   ,,,,,,,,,,,-1.9293197,34.6690376
0493,,570,,OUJDA UNIVERSITE              ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-1.8967295,34.6530062
0494,,500,,NADOR BNDE                    ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-2.9253432,35.1731747
0495,,780,,CASABLANCA PRINCIPAL          ,,,,, 396   ," 11,829   ",,, 396   ," 11,829   ",,,,,,,,,,,-7.619046,33.592695
0496,,780,,CASA BACHKOU                  ,,,,, 16   , 133   ,,, 16   , 133   ,,,,,,,,,,,-7.627379,33.5573374
0497,,780,,CASABLANCA ENNASSIM           ,,,,, 3   , 274   ,,, 3   , 274   ,,,,,,,,,,,-7.657811,33.519288
0498,,780,,CASABLANCA BOULEVARD 10 MARS  ,,,,, 3   , 22   ,,, 3   , 22   ,,,,,,,,,,,-7.565329,33.561631
0499,,780,,CASA AIN SBAA AL HADIKA       ,,,,, 11   , 80   ,,, 11   , 80   ,,,,,,,,,,,-7.5319467,33.6031976
0500,,780,,CASA EMILE ZOLA               ,,,,, 10   , 109   ,,, 10   , 109   ,,,,,,,,,,,-7.593441,33.595658
0501,,780,,CASA AEROPORT MOHAMED V       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.581317,33.37428
0502,,780,,CASABLANCA TECHNOPARK         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6396917,33.5432759
0503,,780,,CASABLANCA BASE NAVALE        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.61816,33.607078
0504,,780,,CASABLANCA AEROPORT MOHAMED V ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.581317,33.37428
0505,,780,,CASABLANCA OASIS GARE         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.631612,33.554613
0506,,780,,CASABLANCA AIN SEBAA          ,,,,, 23   , 802   ,,, 23   , 802   ,,,,,,,,,,,-7.5393261,33.6045872
0507,,796,,AIN HARROUDA                  ,,,,, 8   , 209   ,,, 8   , 209   ,,,,,,,,,,,-7.4497162,33.6366898
0508,,787,,MOHAMMEDIA PRINCIPAL          ,,,,, 24   ," 23,164   ",,, 24   ," 23,164   ",,,,,,,,,,,-7.3963899,33.7060582
0509,,787,,MOHAMMADIA GARE               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.3874876,33.6965165
0510,,787,,MOHAMMEDIA ALIA               ,,,,, 2   , 6   ,,, 2   , 6   ,,,,,,,,,,,-7.3908216,33.6868979
0511,,780,,CASABLANCA HAY HASSANI        ,,,,, 5   , 95   ,,, 5   , 95   ,,,,,,,,,,,-7.6720848,33.5734179
0512,,780,,CASABLANCA SIDI AL KHADIR     ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-7.6864949,33.568403
0513,,792,,DAR BOUAZZA                   ,,,,, 3   , 207   ,,, 3   , 207   ,,,,,,,,,,,-7.817722,33.515659
0514,,791,,BOUSKOURA                     ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.650299,33.45643
0515,,797,,TIT MELLIL                    ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-7.483618,33.5556364
0516,,780,,CASABLANCA SIDI MAAROUF       ,,,,, 7   , 34   ,,, 7   , 34   ,,,,,,,,,,,-7.6582325,33.5092924
0517,,780,,CASABLANCA AIN CHOCK          ,,,,, 5   , 118   ,,, 5   , 118   ,,,,,,,,,,,-7.5965993,33.556079
0518,,780,,CASA HAY RMILA                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5992668,33.5570691
0519,,780,,CASABLANCA BOURGOGNE          ,,,,, 26   , 708   ,,, 26   , 708   ,,,,,,,,,,,-7.6373502,33.5950868
0520,,780,,CASABLANCA HAY MY RACHID      ,,,,, 2   , 61   ,,, 2   , 61   ,,,,,,,,,,,-7.558347,33.5734962
0521,,780,,CASABLANCA BOURSE             ,,,,, 13   , 876   ,,, 13   , 876   ,,,,,,,,,,,-7.6132478,33.5945081
0522,,780,,CASABLANCA AIN DIAB           ,,,,, 14   ," 3,603   ",,, 14   ," 3,603   ",,,,,,,,,,,-7.6764138,33.5922627
0523,,780,,CASABLANCA DERB SIDNA         ,,,,, 2   , 52   ,,, 2   , 52   ,,,,,,,,,,,-7.604481,33.5766516
0524,,780,,CASABLANCA EL FIDA            ,,,,, 2   , 20   ,,, 2   , 20   ,,,,,,,,,,,-7.604631,33.567386
0525,,780,,CASABLANCA MAARIF             ,,,,, 29   , 789   ,,, 29   , 789   ,,,,,,,,,,,-7.636231,33.579941
0526,,780,,CASABLANCA MERSULTAN          ,,,,, 14   , 757   ,,, 14   , 757   ,,,,,,,,,,,-7.61433,33.583673
0527,,780,,CASABLANCA OASIS              ,,,,, 14   , 823   ,,, 14   , 823   ,,,,,,,,,,,-7.6338432,33.5568289
0528,,780,,CASABLANCA GARE               ,,,,, 15   ," 2,342   ",,, 15   ," 2,342   ",,,,,,,,,,,-7.591494,33.591075
0529,,780,,CASABLANCA ROCHES NOIRES      ,,,,, 13   ," 1,006   ",,, 13   ," 1,006   ",,,,,,,,,,,-7.5841069,33.6003158
0530,,780,,CASABLANCA TAKADOUM           ,,,,, 1   , 48   ,,, 1   , 48   ,,,,,,,,,,,-7.5667074,33.5864389
0531,,780,,CASABLANCA SIDI OTHMANE       ,,,,, 8   , 41   ,,, 8   , 41   ,,,,,,,,,,,-7.574118,33.55955
0532,,780,,CASA SOUK JOUMLA              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5714335,33.540753
0533,,793,,CASA LAHRAOUYINE              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.54396,33.545121
0534,,780,,CASABLANCA FORCES AUXILIARES  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.563435,33.568367
0535,,780,,CASABLANCA HAY INARA          ,,,,, 9   , 138   ,,, 9   , 138   ,,,,,,,,,,,-7.5997174,33.5370676
0536,,780,,CASA HAY YASMINA              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5993258,33.5462323
0537,,780,,CASABLANCA HAY EL FARAH       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.590724,33.567554
0538,,780,,CASABLANCA BANDOENG           ,,,,, 9   ," 2,724   ",,, 9   ," 2,724   ",,,,,,,,,,,-7.6072437,33.5925543
0539,,780,,CASABLANCA BOUSMARA           ,,,,, 1   , 56   ,,, 1   , 56   ,,,,,,,,,,,-7.6154539,33.6001739
0540,,780,,CASABLANCA CITE DJEMAA        ,,,,, 1   , 30   ,,, 1   , 30   ,,,,,,,,,,,-7.56875,33.5509602
0541,,780,,CASABLANCA SIDI BERNOUSSI     ,,,,, 8   , 82   ,,, 8   , 82   ,,,,,,,,,,,-7.509783,33.610549
0542,,622,,EL GARA                       ,,,,, 12   , 14   ,,, 12   , 14   ,,,,,,,,,,,-7.234859,33.274971
0543,,793,,MEDIOUNA                      ,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-7.520955,33.454745
0544,,780,,CASABLANCA  EL HANK           ,,,,, 4   , 23   ,,, 4   , 23   ,,,,,,,,,,,-7.6530048,33.603545
0545,,780,,CASABLANCA SIDI MOUMEN        ,,,,, 7   , 49   ,,, 7   , 49   ,,,,,,,,,,,-7.546299,33.578944
0546,,780,,CASA HAY RHAMNA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5111348,33.5944198
0547,,780,,CASABLANCA HAY EL BARAKA      ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-7.54367,33.5687472
0548,,780,,CASA HAY EL FALAH             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5492758,33.5618076
0549,,787,,MOHAMMEDIA HASSANIA           ,,,,, 2   , 4   ,,, 2   , 4   ,,,,,,,,,,,-7.3904783,33.675602
0550,,780,,CASABLANCA EL OULFA           ,,,,, 18   ," 1,490   ",,, 18   ," 1,490   ",,,,,,,,,,,-7.6807416,33.557476
0551,,780,,LISSASFA                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6726105,33.5316413
0552,,780,,CASABLANCA DERB GHELLEF       ,,,,, 7   , 183   ,,, 7   , 183   ,,,,,,,,,,,-7.6310765,33.5697025
0553,,780,,CASABLANCA HAY ESSALAM        ,,,,, 4   , 10   ,,, 4   , 10   ,,,,,,,,,,,-7.651012,33.570452
0554,,780,,CASA OUM RABIAA               ,,,,, 6   , 36   ,,, 6   , 36   ,,,,,,,,,,,-7.6687293,33.5624435
0555,,780,,CASABLANCA AIN SEBAA PLAGE    ,,,,, 6   , 62   ,,, 6   , 62   ,,,,,,,,,,,-7.535739,33.619705
0556,,780,,CASABLANCA DAR LAMANE         ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-7.5585723,33.5932871
0557,,780,,CASABLANCA KSAR LBHAR         ,,,,, 7   , 3   ,,, 7   , 3   ,,,,,,,,,,,-7.5830367,33.5491115
0558,,780,,CASA HAY JAMILA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.571527,33.540814
0559,,780,,CASABLANCA HAY IFRIQUIA       ,,,,, 4   , 95   ,,, 4   , 95   ,,,,,,,,,,,-7.587884,33.554474
0560,,780,,CASABLANCA AIN BORJA          ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-7.583191,33.5845385
0561,,780,,CASABLANCA 2 MARS             ,,,,, 8   , 8   ,,, 8   , 8   ,,,,,,,,,,,-7.6110216,33.5687952
0562,,780,,CASABLANCA HAY SALMIA         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.5542325,33.5385688
0563,,780,,CASABLANCA AL QODS            ,,,,, 8   , 54   ,,, 8   , 54   ,,,,,,,,,,,-7.484764,33.617711
0564,,787,,MOHAMMEDIA LACOLLINE          ,,,,, 4   , 68   ,,, 4   , 68   ,,,,,,,,,,,-7.373039,33.697717
0565,,787,,MOHAMMEDIA RACHIDIA           ,,,,, 4   ," 1,510   ",,, 4   ," 1,510   ",,,,,,,,,,,-7.3759595,33.684155
0566,,780,,CASABLANCA MçALLAH            ,,,,, 4   , 85   ,,, 4   , 85   ,,,,,,,,,,,-7.593238,33.539446
0567,,780,,CASABLANCA  GHANDI            ,,,,, 28   ," 4,244   ",,, 28   ," 4,244   ",,,,,,,,,,,-7.6443165,33.5696729
0568,,780,,CASABLANCA HAY SALAMA         ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.5574901,33.5657122
0569,,780,,CASABLANCA COMPLEXE MED V     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6464912,33.578708
0570,,780,,CASABLANCA AHL LOGHLAM        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.4899131,33.6004498
0571,,780,,CASABLANCA AVENUE M6          ,,,,, 8   , 125   ,,, 8   , 125   ,,,,,,,,,,,-7.5959033,33.5652272
0572,,780,,CASA QUARTIER DES HOPITAUX    ,,,,, 8   , 63   ,,, 8   , 63   ,,,,,,,,,,,-7.6155907,33.5778538
0573,,780,,CASA MBNOUCEIR                ,,,,, 18   , 907   ,,, 18   , 907   ,,,,,,,,,,,-7.6275815,33.591235
0574,,780,,CASA EL GUERNAOUI             ,,,,, 4   , 14   ,,, 4   , 14   ,,,,,,,,,,,-7.4967675,33.6113513
0575,,780,,CASA ATTACHAROUK              ,,,,, 1   , 9   ,,, 1   , 9   ,,,,,,,,,,,-7.5258064,33.5739275
0576,,780,,CASA AL HOUDA                 ,,,,, 1   , 91   ,,, 1   , 91   ,,,,,,,,,,,-7.5245833,33.5823945
0577,,780,,CASABLANCA SIDI SOUFI         ,,,,, 7   , 252   ,,, 7   , 252   ,,,,,,,,,,,-7.6345124,33.6023365
0578,,780,,CASABLANCA ABDELMOUMEN        ,,,,, 14   , 172   ,,, 14   , 172   ,,,,,,,,,,,-7.625316,33.577666
0579,,780,,CASABLANCA TACHFINE           ,,,,, 13   , 73   ,,, 13   , 73   ,,,,,,,,,,,-7.5733888,33.5849552
0580,,780,,CASABLANCA MEKDAD LAHRIZI     ,,,,, 3   , 17   ,,, 3   , 17   ,,,,,,,,,,,-7.5617105,33.5437397
0581,,10,,AGADIR AL FIDIA               ,,,,, 8   , 481   ,,, 8   , 481   ,,,,,,,,,,,-9.5554474,30.4080198
0582,,22,,AIT MELLOUL HAY AZROU         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.4622621,30.3595532
0583,,18,,EL KOLEA                      ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-9.460967,30.297664
0584,,10,,AGADIR FOUNTY                 ,,,,, 9   , 138   ,,, 9   , 138   ,,,,,,,,,,,-9.5901257,30.4018941
0585,,21,,INEZGANE TARRAST              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.5488438,30.3497281
0586,,22,,AIT MELLOUL ZONE INDUSTRIELLE ,,,,, 5   , 7   ,,, 5   , 7   ,,,,,,,,,,,-9.491753,30.3314003
0587,,10,,BENSERGAO                     ,,,,, 7   , 518   ,,, 7   , 518   ,,,,,,,,,,,-9.5686506,30.3931445
0588,,10,,AGADIR HAY DAKHLA             ,,,,, 4   , 41   ,,, 4   , 41   ,,,,,,,,,,,-9.5566169,30.4112271
0589,,21,,INEZGANE MESDOURA             ,,,,, 3   , 0   ,,, 3   , 0   ,,,,,,,,,,,-9.537655,30.3517129
0590,,12,,TAALAT                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.176111,30.149444
0591,,10,,AMSKROUD                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.331909,30.528803
0592,,10,,AGADIR ANZA                   ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.6560812,30.4449184
0593,,10,,AGADIR QUARTIER INDUSTERIEL   ,,,,, 9   , 76   ,,, 9   , 76   ,,,,,,,,,,,-9.5891414,30.4139924
0594,,10,,AGADIR FAR                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.591667,30.416667
0595,,320,,TIMOULAY                      ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.573383,29.167573
0596,,10,,TIKIOUINE                     ,,,,, 2   , 6   ,,, 2   , 6   ,,,,,,,,,,,-9.5031926,30.3770485
0597,,320,,GUELMIM PORTE  DU SAHARA      ,,,,, 3   , 8   ,,, 3   , 8   ,,,,,,,,,,,-10.0486762,28.9990479
0598,,30,,TEMSIA                        ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.413674,30.363403
0599,,12,,AIT AMIRA                     ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-9.487255,30.17675
0600,,24,,TAMRI                         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.826182,30.695244
0601,,10,,AGADIR TALBORJT               ,,,,, 5   , 53   ,,, 5   , 53   ,,,,,,,,,,,-9.5910082,30.423685
0602,,10,,AGADIR PRINCIPAL              ,,,,, 27   ," 14,136   ",,, 27   ," 14,136   ",,,,,,,,,,,-9.597514,30.420719
0603,,10,,AGADIR HAY AL WAFA            ,,,,, 2   , 18   ,,, 2   , 18   ,,,,,,,,,,,-9.5590979,30.4208528
0604,,10,,AGADIR CITE SIDI MOHAMED      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.583506,30.4251679
0605,,10,,AGADIR CITE BALNEAIRE         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.6014473,30.4125213
0606,,30,,AGADIR AEROPORT               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.410627,30.330065
0607,,10,,AGADIR EL KHIAM               ,,,,, 5   , 13   ,,, 5   , 13   ,,,,,,,,,,,-9.5725036,30.4221712
0608,,10,,AGADIR PORT                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.6288568,30.4243823
0609,,10,,AGADIR SOUK EL HAD            ,,,,, 3   , 3   ,,, 3   , 3   ,,,,,,,,,,,-9.578453,30.413123
0610,,10,,AGADIR HAY ESSALAM            ,,,,, 1   , 137   ,,, 1   , 137   ,,,,,,,,,,,-9.5467008,30.4004274
0611,,21,,INEZGANE PRINCIPAL            ,,,,, 8   , 188   ,,, 8   , 188   ,,,,,,,,,,,-9.53311,30.3584111
0612,,28,,OULAD TEIMA                   ,,,,, 6   , 3   ,,, 6   , 3   ,,,,,,,,,,,-9.2105703,30.3955482
0613,,28,,OULAD TEIMA HAY EL KOURSI     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.215359,30.395599
0614,,12,,AIT BAHA                      ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-9.158379,30.069117
0615,,11,,BIOUGRA                       ,,,,, 1   , 15   ,,, 1   , 15   ,,,,,,,,,,,-9.3696213,30.2149157
0616,,14,,KHEMIS IDA OU GNIDIF          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.008317,29.86039
0617,,23,,IMOUZZER IDA OU TANANE        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.480177,30.673002
0618,,326,,IFRANE ATLAS SEGHIR           ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-9.490052,29.221311
0619,,29,,ARGANA                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.126285,30.778697
0620,,22,,AIT MELLOUL                   ,,,,, 5   , 70   ,,, 5   , 70   ,,,,,,,,,,,-9.4990593,30.3466346
0621,,22,,AIT MELLOUL HAY RIAD          ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.5042199,30.3336042
0622,,325,,BOUIZAKARNE                   ,,,,, 2   , 11   ,,, 2   , 11   ,,,,,,,,,,,-9.7124908,29.1782341
0623,,320,,GUELMIM PRINCIPAL             ,,,,, 3   , 4   ,,, 3   , 4   ,,,,,,,,,,,-10.0568086,28.9877539
0624,,320,,GUELMIM FAR                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-10.054573,28.985797
0625,,650,,TAN TAN PRINCIPAL             ,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-11.0980542,28.4365793
0626,,650,,TAN TAN  MEDINA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-11.1089869,28.4282508
0627,,650,,TAN TAN FAR                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-11.088542,28.436204
0628,,761,,IFNI PRINCIPAL                ,,,,, 9   , 12   ,,, 9   , 12   ,,,,,,,,,,,-10.1725647,29.3831391
0629,,771,,TLETA EL AKHSASS              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.756192,29.3553757
0630,,682,,FAM EL HISN                   ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.8874567,29.0131648
0631,,327,,TARHJIJT                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.420452,29.060871
0632,,437,,TARFAYA                       ,,,,, 3   , 13   ,,, 3   , 13   ,,,,,,,,,,,-12.9255331,27.9392919
0633,,773,,JEMAA NTIGHIRT                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.452762,29.379733
0634,,323,,ASSA                          ,,,,, 4   , 15   ,,, 4   , 15   ,,,,,,,,,,,-9.424062,28.60864
0635,,765,,TAFRAOUTE                     ,,,,, 3   , 3   ,,, 3   , 3   ,,,,,,,,,,,-8.974778,29.7203253
0636,,762,,MESTI                         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-10.112368,29.265218
0637,,31,,SEBT EL GUERDANE              ,,,,, 1   , 34   ,,, 1   , 34   ,,,,,,,,,,,-9.018161,30.383135
0638,,12,,TNINE HILALA                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.014598,30.063111
0639,,750,,TNINE AMELLOU                 ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-10.021546,29.293688
