Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0354,,353,,SOUK LARBâA DU GHARB          ," 8,181   "," 27,289   "," 14,154   "," 67,289   ", -     , -     ,,," 22,335   "," 94,578   ",-6.0040739,34.6850835
0355,,354,,ARBAOUA                       ," 1,589   "," 5,380   "," 4,010   "," 39,981   ", -     , -     ,,," 5,599   "," 45,361   ",-5.924284,34.91018
0356,,333,,HAD KOURT                     , 947   ," 4,853   "," 2,531   "," 12,594   ", -     , -     ,,," 3,478   "," 17,447   ",-5.734136,34.616957
0357,,336,,MECHRâA BELKSIRI              ," 5,346   "," 15,937   "," 9,342   "," 41,716   ", 2   , 115   ,,," 14,690   "," 57,768   ",-5.9540815,34.576848
0358,,356,,LALLA MIMOUNA                 ," 1,786   "," 7,361   "," 4,236   "," 26,601   ", -     , -     ,,," 6,022   "," 33,963   ",-6.070223,34.847771
0359,,851,,JORF EL MELHA                 ," 2,233   "," 12,252   "," 6,229   "," 34,344   ", 3   , 208   ,,," 8,465   "," 46,804   ",-5.5085103,34.4876652
0360,,359,,SOUK TLETA EL GHARB           , 483   , 637   ," 1,541   "," 6,900   ", -     , -     ,,," 2,024   "," 7,537   ",-6.136237,34.618903
0361,,343,,SIDI BOUSBER                  , 711   ," 4,589   "," 1,240   "," 8,202   ", -     , -     ,,," 1,951   "," 12,791   ",-5.361151,34.564056
0362,,334,,AIN DEFFALI                   , 377   ," 1,070   "," 1,091   "," 6,315   ", -     , -     ,,," 1,468   "," 7,385   ",-5.552409,34.595684
0363,,360,,SEBT AIT IKKOU                , 149   , 230   , 773   ," 4,010   ", -     , -     ,,, 922   ," 4,241   ",-6.136423,33.67041
0364,,374,,TIFLET MEDINA                 ," 5,219   "," 24,953   "," 9,575   "," 78,372   ", 1   , 15   ,,," 14,795   "," 103,340   ",-6.3116509,33.8933443
0365,,365,,OULMES                        ," 1,792   "," 5,622   "," 5,288   "," 26,522   ", -     , -     ,,," 7,080   "," 32,144   ",-6.006354,33.422269
0366,,367,,TIDDAS                        ," 1,496   "," 8,930   "," 2,362   "," 25,239   ", -     , -     ,,," 3,858   "," 34,169   ",-6.267491,33.568088
0367,,366,,MAAZIZ                        ," 2,088   "," 6,913   "," 4,823   "," 40,728   ", -     , -     ,,," 6,911   "," 47,641   ",-6.319043,33.667483
0368,,375,,SIDI ABDERAZAK                , 605   ," 2,880   "," 1,849   "," 17,625   ", -     , -     ,,," 2,454   "," 20,505   ",-6.1626,33.962438
0369,,376,,SIDI ALLAL EL BAHRAOUI        ," 1,236   "," 7,527   "," 4,545   "," 35,567   ", -     , -     ,,," 5,781   "," 43,093   ",-6.5331665,34.0108348
0370,,374,,TIFLET PPAL                   ," 5,404   "," 32,105   "," 9,688   "," 73,706   ", 1   , 70   ,,," 15,093   "," 105,881   ",-6.3239166,33.8933598
0371,,640,,TANGER 20 AOUT                ," 2,009   "," 16,764   "," 1,946   "," 16,199   ", 2   , 375   ,,," 3,957   "," 33,338   ",-5.8210856,35.7701761
0372,,647,,KSAR SGHIR                    ," 1,996   "," 9,576   "," 1,250   "," 4,479   ", -     , -     ,,," 3,246   "," 14,055   ",-5.557934,35.840595
0373,,640,,TANGER PPAL                   ," 26,438   "," 123,491   "," 31,490   "," 159,711   ", 2   , 339   ,,," 57,930   "," 283,541   ",-5.806961,35.778219
0374,,640,,TANGER AL IRFANE              ," 2,555   "," 12,379   "," 1,641   "," 10,008   ", -     , -     ,,," 4,196   "," 22,387   ",-5.881784,35.7326049
0375,,640,,TANGER EL OUAFAE              ," 1,346   "," 10,463   "," 1,197   "," 9,127   ", -     , -     ,,," 2,543   "," 19,590   ",-5.8466042,35.7496905
0376,,640,,TANGER BNI MAKADA             , 1   , 0   , 2   , 1   , -     , -     ,,, 3   , 1   ,-5.8127761,35.760539
0377,,640,,TANGER AEROPORT               , 238   , 723   , 101   , 459   , -     , -     ,,, 339   ," 1,181   ",-5.912829,35.72592
0378,,640,,TANGER BIR CHIFAE             ," 4,317   "," 17,028   "," 2,963   "," 23,476   ", 2   , 100   ,,," 7,282   "," 40,604   ",-5.8168531,35.7447358
0379,,640,,TANGER COMPLEXE HASSANI       , 601   ," 4,515   ", 841   ," 4,852   ", -     , -     ,,," 1,442   "," 9,367   ",-5.843066,35.744819
0386,,649,,MELLOUSSA                     , 530   ," 3,935   ", 856   ," 5,973   ", -     , -     ,,," 1,386   "," 9,908   ",-5.632038,35.735995
0387,,640,,TANGER DRADEB                 ," 2,622   "," 20,565   "," 4,912   "," 26,944   ", 1   , 40   ,,," 7,535   "," 47,549   ",-5.8290035,35.7856368
0388,,640,,TANGER VAL FLEURI             ," 1,424   "," 14,450   "," 1,734   "," 14,300   ", -     , -     ,,," 3,158   "," 28,750   ",-5.8311921,35.7776272
0390,,648,,GZENAYA                       ," 3,780   "," 21,079   "," 4,097   "," 23,142   ", -     , -     ,,," 7,877   "," 44,220   ",-5.90594,35.707438
0391,,575,,BERKANE PPAL                  ," 7,537   "," 52,972   "," 27,950   "," 163,840   ", 1   ," 1,500   ",,," 35,488   "," 218,312   ",-2.3314311,34.9271874
0392,,575,,BERKANE BOUHDILA              ," 1,184   "," 6,703   "," 1,640   "," 9,414   ", -     , -     ,,," 2,824   "," 16,117   ",-2.338876,34.928511
0394,,579,,SAIDIA                        ," 1,269   "," 5,989   "," 3,967   "," 17,797   ", -     , -     ,,," 5,236   "," 23,785   ",-2.226403,35.08594
0395,,579,,SAIDIA MARINA                 , 480   ," 1,561   ", 337   , 747   , -     , -     ,,, 817   ," 2,308   ",-2.293525,35.10936
0396,,581,,TAFOGHALT                     , 382   ," 4,261   "," 1,093   "," 7,402   ", -     , -     ,,," 1,475   "," 11,663   ",-2.40989,34.809569
0397,,577,,AKLIM                         , 879   ," 3,837   "," 1,857   "," 9,885   ", -     , -     ,,," 2,736   "," 13,722   ",-2.518409,34.891209
0398,,580,,MADAGH                        ," 1,052   "," 6,506   "," 3,242   "," 21,419   ", 1   , 200   ,,," 4,295   "," 28,125   ",-2.338908,35.010212
0399,,575,,SIDI BOUHOURIA                , 642   ," 10,969   "," 1,335   "," 14,807   ", -     , -     ,,," 1,977   "," 25,775   ",-2.360322,34.738447
0400,,582,,HASSI BLAL                    ," 1,277   "," 4,846   "," 2,203   "," 8,143   ", -     , -     ,,," 3,480   "," 12,989   ",-2.206187,34.308108
0401,,575,,AIN REGADA                    , 305   ," 2,816   "," 1,702   "," 21,845   ", -     , -     ,,," 2,007   "," 24,661   ",-2.2329391,34.9341436
0402,,570,,OUJDA ER-RIAD                 ," 3,842   "," 37,682   "," 14,913   "," 111,387   ", 5   ," 1,531   ",,," 18,760   "," 150,600   ",-1.9036228,34.6800348
0403,,572,,SIDI YAHIA DOUJDA             ," 1,771   "," 10,073   "," 6,309   "," 49,666   ", 4   ," 1,254   ",,," 8,084   "," 60,993   ",-1.867633,34.667325
0404,,312,,BOUARFA                       ," 4,114   "," 25,414   "," 6,893   "," 33,225   ", 1   , 10   ,,," 11,008   "," 58,649   ",-1.958584,32.537341
0405,,312,,BOUARFA HAY TOBA              , -     , -     , 12   , 14   , -     , -     ,,, 12   , 14   ,-1.964182,32.534015
0406,,313,,TENDRARA                      ," 1,890   "," 7,935   "," 5,078   "," 24,102   ", -     , -     ,,," 6,968   "," 32,037   ",-2.0029852,33.0521649
0407,,316,,BOUANANE                      ," 1,391   "," 8,844   "," 1,443   "," 6,792   ", -     , -     ,,," 2,834   "," 15,635   ",-3.049234,32.037996
0408,,310,,AIN CHOUATER                  , 84   , 299   , 247   , 277   , -     , -     ,,, 331   , 575   ,-2.963755,31.848321
0409,,570,,NAIMA                         , 392   ," 1,730   ", 609   ," 3,863   ", -     , -     ,,," 1,001   "," 5,593   ",-2.2190238,34.605387
0410,,570,,OUJDA OUED ENNACHEF           ," 4,076   "," 33,278   "," 16,249   "," 121,164   ", 5   ," 1,000   ",,," 20,330   "," 155,442   ",-1.9281408,34.674988
0413,,575,,BERKANE EL OUIDADIYA          ," 2,299   "," 16,150   "," 10,697   "," 80,050   ", 1   , 100   ,,," 12,997   "," 96,300   ",-2.3154867,34.9163452
0414,,570,,OUJDA ISLY                    ," 1,473   "," 24,807   "," 3,205   "," 31,337   ", -     , -     ,,," 4,678   "," 56,144   ",-1.9190643,34.688642
0415,,310,,FIGUIG                        , 756   ," 10,147   "," 2,659   "," 21,285   ", -     , -     ,,," 3,415   "," 31,432   ",-1.2287388,32.1098006
0416,,310,,FIGUIG ZENAGA                 , 87   , 814   ," 1,690   "," 30,061   ", -     , -     ,,," 1,777   "," 30,876   ",-1.2355838,32.098145
0417,,310,,FIGUIG HAUTS KSOURS           , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-1.2184444,32.120068
0418,,570,,OUJDA ESSAADA                 ," 2,600   "," 21,601   "," 7,334   "," 72,167   ", -     , -     ,,," 9,934   "," 93,768   ",-1.887213,34.6784853
0419,,570,,OUJDA NAHDA                   ," 1,746   "," 18,659   "," 3,651   "," 42,827   ", 1   , 45   ,,," 5,398   "," 61,531   ",-1.93869,34.6817023
0420,,500,,NADOR OULAD MIMOUNE           ," 1,770   "," 11,794   "," 3,288   "," 13,864   ", -     , -     ,,," 5,058   "," 25,658   ",-2.935952,35.167915
0421,,521,,HASSI BERKANE                 , 464   ," 4,678   "," 1,125   "," 6,664   ", -     , -     ,,," 1,589   "," 11,342   ",-2.87672,34.838633
0422,,518,,RAS EL MA                     , 752   ," 4,674   "," 1,781   "," 5,393   ", -     , -     ,,," 2,533   "," 10,067   ",-2.42373,35.138183
0423,,520,,KARIAT ARKMANE                , 537   ," 3,791   "," 1,903   "," 6,872   ", -     , -     ,,," 2,440   "," 10,664   ",-2.740228,35.103038
0424,,512,,SELOUANE                      ," 1,654   "," 9,915   "," 3,334   "," 15,438   ", -     , -     ,,," 4,988   "," 25,352   ",-2.942741,35.068043
0425,,500,,TLETA JBEL                    , 246   ," 1,303   ", 270   ," 1,123   ", -     , -     ,,, 516   ," 2,426   ",-3.047635,35.183689
0427,,500,,NADOR FAR                     , 398   , 686   , -     , -     , -     , -     ,,, 398   , 686   ,-2.9255605,35.1298946
0428,,519,,ZAIO                          ," 2,151   "," 10,693   "," 4,882   "," 16,191   ", 1   , 20   ,,," 7,034   "," 26,904   ",-2.7340964,34.9416496
0429,,507,,SEGANGAN                      ," 3,105   "," 15,595   "," 5,563   "," 16,519   ", 2   , 70   ,,," 8,670   "," 32,184   ",-3.002411,35.154635
0430,,528,,TAFERSITE                     , 499   ," 4,278   "," 1,351   "," 8,004   ", -     , -     ,,," 1,850   "," 12,282   ",-3.54125,35.007099
0431,,523,,BEN TIB                       , 831   ," 5,420   "," 3,379   "," 15,578   ", 1   , 800   ,,," 4,211   "," 21,798   ",-3.452545,35.045194
0432,,501,,DRIOUCH                       ," 1,238   "," 6,764   "," 3,913   "," 15,781   ", -     , -     ,,," 5,151   "," 22,545   ",-3.39207,34.979624
0433,,503,,DAR KEBDANI                   , 440   ," 2,913   "," 1,093   "," 7,329   ", -     , -     ,,," 1,533   "," 10,242   ",-3.335367,35.118612
0434,,524,,MIDAR                         , 998   ," 5,379   "," 2,533   "," 6,297   ", -     , -     ,,," 3,531   "," 11,676   ",-3.533847,34.943517
0435,,515,,MONTE ARRUI                   ," 3,373   "," 28,011   "," 6,822   "," 38,320   ", -     , -     ,,," 10,195   "," 66,331   ",-3.000138,35.01122
0436,,515,,MONTE ARUI AL MASSIRA         , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-3.006416,35.01118
0437,,511,,BENI ENZAR                    ," 3,161   "," 15,379   "," 8,210   "," 32,907   ", -     , -     ,,," 11,371   "," 48,286   ",-2.9328494,35.2668512
0438,,585,,TAOURIRT                      ," 7,228   "," 39,900   "," 10,252   "," 65,200   ", -     , -     ,,," 17,480   "," 105,099   ",-2.8944415,34.4151967
0439,,585,,TAOURIRT HAY ES SOUK          , 3   , 2   , 22   , 15   , -     , -     ,,, 25   , 17   ,-2.8926981,34.4090053
0440,,585,,TAOURIRT  FAR                 , 682   ," 2,062   ", 128   , 22   , -     , -     ,,, 810   ," 2,084   ",-2.892423,34.399049
0441,,585,,TAOURIRT NAHDA                , 478   ," 2,395   ", 724   ," 3,807   ", -     , -     ,,," 1,202   "," 6,203   ",-2.8935671,34.3951271
0442,,586,,DEBDOU                        , 728   ," 6,245   "," 1,916   "," 19,202   ", -     , -     ,,," 2,644   "," 25,446   ",-3.040861,33.984148
0443,,527,,BOUDINAR                      , 568   ," 6,093   ", 954   ," 2,919   ", 1   , 40   ,,," 1,523   "," 9,051   ",-3.631834,35.156054
0444,,500,,MHAJER                        , 29   , 49   , 280   ," 1,447   ", -     , -     ,,, 309   ," 1,496   ",-3.49093,35.118486
0445,,500,,TIZTOUTINE                    , 340   ," 3,677   "," 1,143   "," 11,163   ", -     , -     ,,," 1,483   "," 14,840   ",-3.155994,34.971201
0446,,502,,AIN ZORAH                     , 177   , 801   , 644   ," 2,611   ", -     , -     ,,, 821   ," 3,412   ",-3.534615,34.652497
0447,,525,,KHEMIS TEMSAMANE              , 607   ," 5,612   ", 877   ," 6,804   ", -     , -     ,,," 1,484   "," 12,416   ",-3.639822,35.120661
0448,,508,,HAD BNI CHIKER                , 700   ," 3,931   "," 1,871   "," 10,351   ", -     , -     ,,," 2,571   "," 14,282   ",-3.014454,35.276436
0449,,720,,ASMATEN                       , 215   , 977   , 427   ," 2,771   ", 1   , 50   ,,, 643   ," 3,798   ",-5.357139,35.31875
0451,,720,,TETOUAN PPAL                  ," 16,424   "," 91,367   "," 25,007   "," 120,279   ", 1   ," 1,000   ",,," 41,432   "," 212,646   ",-5.3739802,35.5705832
0452,,727,,TETOUAN CABO NEGRO            , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-5.284869,35.666741
0453,,720,,TETOUAN TOUILAA               , 529   ," 3,310   ", 412   ," 3,558   ", -     , -     ,,, 941   ," 6,868   ",-5.3568864,35.580974
0454,,726,,FNIDEQ                        ," 5,017   "," 33,526   "," 8,157   "," 45,560   ", 1   , 100   ,,," 13,175   "," 79,186   ",-5.3551457,35.847624
0455,,727,,MARTIL                        ," 27,501   "," 26,994   "," 9,734   "," 35,657   ", -     , -     ,,," 37,235   "," 62,651   ",-5.2778605,35.616652
0456,,728,,MDIQ                          ," 4,004   "," 17,432   "," 7,817   "," 24,894   ", -     , -     ,,," 11,821   "," 42,326   ",-5.3228036,35.6848275
0457,,729,,OUED LAOU                     ," 1,191   "," 6,084   "," 1,807   "," 10,018   ", -     , -     ,,," 2,998   "," 16,102   ",-5.090564,35.448207
0458,,720,,TETOUAN MHANECH               ," 2,086   "," 16,411   "," 4,523   "," 22,066   ", -     , -     ,,," 6,609   "," 38,477   ",-5.3631843,35.5646903
0460,,720,,TETOUAN SIDI TALHA            ," 4,074   "," 19,587   "," 7,476   "," 49,901   ", -     , -     ,,," 11,550   "," 69,488   ",-5.3811872,35.5748102
0461,,720,,TETOUAN TOUABEL               ," 2,839   "," 24,792   "," 4,379   "," 30,305   ", -     , -     ,,," 7,218   "," 55,097   ",-5.3456681,35.5812282
0462,,722,,BNI KARRICH FOUKI             , 614   ," 3,326   "," 1,032   "," 5,528   ", -     , -     ,,," 1,646   "," 8,854   ",-5.422949,35.50742
0463,,50,,AL HOCEIMA PRINCIPAL          ," 8,162   "," 36,962   "," 8,360   "," 30,406   ", 6   ," 1,806   ",,," 16,528   "," 69,174   ",-3.9317241,35.2435468
0464,,61,,TARGUIST                      ," 1,954   "," 10,038   "," 4,815   "," 20,921   ", -     , -     ,,," 6,769   "," 30,959   ",-4.315031,34.93579
0465,,57,,IMZOUREN                      ," 2,558   "," 12,240   "," 3,747   "," 12,114   ", -     , -     ,,," 6,305   "," 24,354   ",-3.850459,35.146771
0466,,56,,BNI HADIFA                    , 490   ," 3,699   ", 937   ," 6,844   ", -     , -     ,,," 1,427   "," 10,543   ",-4.142092,35.0221
0467,,50,,TORRES DE ALCALA              , 110   , 225   , 239   , 863   , -     , -     ,,, 349   ," 1,088   ",-4.324853,35.156429
0468,,55,,BENI BOUAYACH                 , 943   ," 3,814   "," 1,291   "," 3,149   ", -     , -     ,,," 2,234   "," 6,964   ",-3.841012,35.101048
0469,,50,,IMRABTEN                      , 422   ," 1,717   ", 243   ," 2,524   ", -     , -     ,,, 665   ," 4,241   ",-3.961566,35.072888
0470,,59,,ISSAGUEN                      ," 1,320   "," 14,258   "," 4,094   "," 18,709   ", -     , -     ,,," 5,414   "," 32,967   ",-4.570305,34.917828
0471,,62,,BNI AMMART                    , 119   , 448   , 697   ," 5,557   ", -     , -     ,,, 816   ," 6,005   ",-4.159339,34.812037
0472,,54,,ARBAA TAOURIRT                , 1   , -     , 273   , 90   , -     , -     ,,, 274   , 90   ,-3.835926,34.931498
0473,,150,,CHEFCHAOUEN                   ," 4,422   "," 37,866   "," 6,554   "," 43,435   ", -     , -     ,,," 10,976   "," 81,301   ",-5.2655813,35.1680529
0474,,151,,BAB BERRET                    ," 1,098   "," 5,987   "," 2,286   "," 5,136   ", 1   , 20   ,,," 3,385   "," 11,143   ",-4.890375,34.996366
0475,,167,,ZOUMI                         ," 1,252   "," 9,278   "," 2,033   "," 18,161   ", -     , -     ,,," 3,285   "," 27,439   ",-5.344816,34.797092
0476,,51,,BNI BOUFRAH                   , 295   ," 1,328   ", 806   ," 2,439   ", -     , -     ,,," 1,101   "," 3,767   ",-4.311034,35.100565
0477,,50,,ROUADI                        , 189   ," 1,594   ", 292   ," 1,621   ", -     , -     ,,, 481   ," 3,215   ",-4.136017,35.140932
0478,,50,,AL HOCEIMA SIDI ABID          ," 1,785   "," 10,805   "," 4,281   "," 15,385   ", -     , -     ,,," 6,066   "," 26,190   ",-3.9363108,35.2497437
0479,,50,,AIT YOUSSEF OU ALI            , 279   , 882   , 567   , 789   , -     , -     ,,, 846   ," 1,671   ",-3.915947,35.193551
0480,,152,,BNI AHMED                     , 789   ," 6,021   "," 1,473   "," 5,686   ", -     , -     ,,," 2,262   "," 11,706   ",-5.078312,34.847049
0481,,153,,JEBHA                         ," 1,102   "," 4,705   "," 2,004   "," 16,649   ", -     , -     ,,," 3,106   "," 21,354   ",-4.66635,35.204706
0482,,50,,SENADA                        , 83   , 490   , 509   ," 1,666   ", -     , -     ,,, 592   ," 2,155   ",-4.214292,35.08108
0483,,165,,MOKRISSET                     , 543   ," 5,984   ", 705   ," 7,825   ", -     , -     ,,," 1,248   "," 13,809   ",-5.351515,34.92254
0484,,156,,BAB TAZA                      ," 1,303   "," 7,759   "," 1,610   "," 8,983   ", -     , -     ,,," 2,913   "," 16,742   ",-5.195256,35.061545
0485,,150,,STEHA                         , 825   ," 2,884   "," 1,258   "," 4,244   ", -     , -     ,,," 2,083   "," 7,128   ",-4.955215,35.345246
0486,,720,,TETOUAN TABOULA               ," 1,279   "," 8,977   "," 1,554   "," 13,713   ", -     , -     ,,," 2,833   "," 22,690   ",-5.4000539,35.5681375
0487,,570,,OUJDA EL AOUINA               , 768   ," 6,044   "," 1,890   "," 15,174   ", -     , -     ,,," 2,658   "," 21,218   ",-1.888425,34.691786
0488,,570,,OUJDA HABOUS                  , 689   ," 11,117   "," 1,578   "," 15,666   ", -     , -     ,,," 2,267   "," 26,783   ",-1.8942672,34.6711343
0489,,570,,OUJDAI ALAZARET               ," 1,130   "," 9,197   "," 2,179   "," 21,237   ", 4   ," 1,428   ",,," 3,313   "," 31,862   ",-1.8714899,34.6914242
0490,,570,,OUJDA LAMHARCHI               ," 1,197   "," 7,566   "," 2,055   "," 15,391   ", 3   , 149   ,,," 3,255   "," 23,107   ",-1.9430673,34.691208
0491,,570,,OUJDA EL AMAL                 , 861   ," 9,048   "," 1,461   "," 15,402   ", -     , -     ,,," 2,322   "," 24,449   ",-1.9071056,34.6837998
0492,,570,,OUJDA JAWHARA                 , 874   ," 8,648   "," 1,839   "," 21,729   ", -     , -     ,,," 2,713   "," 30,378   ",-1.9293197,34.6690376
0493,,570,,OUJDA UNIVERSITE              ," 3,797   "," 20,650   "," 3,258   "," 21,541   ", -     , -     ,,," 7,055   "," 42,192   ",-1.8967295,34.6530062
0494,,500,,NADOR BNDE                    ," 2,067   "," 10,863   "," 2,520   "," 12,590   ", -     , -     ,,," 4,587   "," 23,454   ",-2.9253432,35.1731747
0495,,780,,CASABLANCA PRINCIPAL          ," 21,498   "," 110,735   "," 27,247   "," 220,025   ", 2   , 998   ,,," 48,747   "," 331,758   ",-7.619046,33.592695
0496,,780,,CASA BACHKOU                  ," 1,403   "," 20,216   "," 1,396   "," 16,351   ", 1   , 930   ,,," 2,800   "," 37,496   ",-7.627379,33.5573374
0497,,780,,CASABLANCA ENNASSIM           ," 1,844   "," 15,525   "," 2,440   "," 28,351   ", -     , -     ,,," 4,284   "," 43,876   ",-7.657811,33.519288
0498,,780,,CASABLANCA BOULEVARD 10 MARS  ," 2,852   "," 26,068   "," 2,335   "," 30,260   ", -     , -     ,,," 5,187   "," 56,328   ",-7.565329,33.561631
0499,,780,,CASA AIN SBAA AL HADIKA       ," 2,903   "," 25,655   "," 2,281   "," 31,767   ", -     , -     ,,," 5,184   "," 57,422   ",-7.5319467,33.6031976
0500,,780,,CASA EMILE ZOLA               ," 1,169   "," 13,510   ", 878   ," 11,924   ", 1   , 598   ,,," 2,048   "," 26,033   ",-7.593441,33.595658
0501,,780,,CASA AEROPORT MOHAMED V       , 57   , 413   , 74   , 259   , -     , -     ,,, 131   , 672   ,-7.581317,33.37428
0502,,780,,CASABLANCA TECHNOPARK         , 4   , 7   , -     , -     , -     , -     ,,, 4   , 7   ,-7.6396917,33.5432759
0503,,780,,CASABLANCA BASE NAVALE        ," 1,132   "," 12,764   ", 114   , 297   , -     , -     ,,," 1,246   "," 13,061   ",-7.61816,33.607078
0504,,780,,CASABLANCA AEROPORT MOHAMED V , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.581317,33.37428
0505,,780,,CASABLANCA OASIS GARE         , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.631612,33.554613
0506,,780,,CASABLANCA AIN SEBAA          ," 8,097   "," 50,325   "," 9,018   "," 88,402   ", 1   , 30   ,,," 17,116   "," 138,757   ",-7.5393261,33.6045872
0507,,796,,AIN HARROUDA                  ," 6,333   "," 37,787   "," 12,837   "," 152,366   ", -     , -     ,,," 19,170   "," 190,153   ",-7.4497162,33.6366898
0508,,787,,MOHAMMEDIA PRINCIPAL          ," 5,757   "," 46,791   "," 6,792   "," 56,148   ", 3   ," 1,975   ",,," 12,552   "," 104,913   ",-7.3963899,33.7060582
0509,,787,,MOHAMMADIA GARE               ," 2,470   "," 21,615   "," 3,172   "," 31,087   ", -     , -     ,,," 5,642   "," 52,702   ",-7.3874876,33.6965165
0510,,787,,MOHAMMEDIA ALIA               ," 14,551   "," 57,966   "," 18,413   "," 178,902   ", 1   , 400   ,,," 32,965   "," 237,268   ",-7.3908216,33.6868979
0511,,780,,CASABLANCA HAY HASSANI        ," 8,876   "," 62,881   "," 25,872   "," 203,133   ", 1   , 400   ,,," 34,749   "," 266,414   ",-7.6720848,33.5734179
0512,,780,,CASABLANCA SIDI AL KHADIR     ," 3,229   "," 19,251   "," 5,789   "," 55,539   ", 1   ," 1,000   ",,," 9,019   "," 75,790   ",-7.6864949,33.568403
0513,,792,,DAR BOUAZZA                   ," 3,954   "," 34,871   "," 5,711   "," 60,508   ", -     , -     ,,," 9,665   "," 95,379   ",-7.817722,33.515659
0519,,780,,CASABLANCA BOURGOGNE          ," 3,905   "," 41,342   "," 8,765   "," 78,599   ", 2   ," 1,146   ",,," 12,672   "," 121,087   ",-7.6373502,33.5950868
0520,,780,,CASABLANCA HAY MY RACHID      ," 2,699   "," 25,053   "," 7,901   "," 63,720   ", 1   , 45   ,,," 10,601   "," 88,817   ",-7.558347,33.5734962
0528,,780,,CASABLANCA GARE               ," 4,861   "," 49,042   "," 11,776   "," 68,246   ", -     , -     ,,," 16,637   "," 117,288   ",-7.591494,33.591075
0529,,780,,CASABLANCA ROCHES NOIRES      ," 2,561   "," 24,801   "," 7,057   "," 41,720   ", -     , -     ,,," 9,618   "," 66,522   ",-7.5841069,33.6003158
0530,,780,,CASABLANCA TAKADOUM           ," 11,200   "," 79,772   "," 25,490   "," 223,099   ", -     , -     ,,," 36,690   "," 302,871   ",-7.5667074,33.5864389
0531,,780,,CASABLANCA SIDI OTHMANE       ," 12,460   "," 59,712   "," 21,805   "," 153,113   ", -     , -     ,,," 34,265   "," 212,826   ",-7.574118,33.55955
0532,,780,,CASA SOUK JOUMLA              , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.5714335,33.540753
0533,,793,,CASA LAHRAOUYINE              ," 1,714   "," 11,922   "," 3,309   "," 27,794   ", 1   , 20   ,,," 5,024   "," 39,736   ",-7.54396,33.545121
0534,,780,,CASABLANCA FORCES AUXILIARES  , 231   , 967   , 526   ," 4,225   ", -     , -     ,,, 757   ," 5,192   ",-7.563435,33.568367
0535,,780,,CASABLANCA HAY INARA          ," 5,257   "," 45,652   "," 10,191   "," 86,269   ", 2   , 908   ,,," 15,450   "," 132,828   ",-7.5997174,33.5370676
0536,,780,,CASA HAY YASMINA              , -     , -     , 50   , 12   , -     , -     ,,, 50   , 12   ,-7.5993258,33.5462323
0537,,780,,CASABLANCA HAY EL FARAH       ," 6,422   "," 46,096   "," 14,838   "," 127,006   ", 1   , 450   ,,," 21,261   "," 173,553   ",-7.590724,33.567554
0538,,780,,CASABLANCA BANDOENG           ," 3,666   "," 34,874   "," 6,499   "," 35,547   ", -     , -     ,,," 10,165   "," 70,422   ",-7.6072437,33.5925543
0539,,780,,CASABLANCA BOUSMARA           ," 3,553   "," 22,639   "," 8,795   "," 65,438   ", 2   , 600   ,,," 12,350   "," 88,676   ",-7.6154539,33.6001739
0540,,780,,CASABLANCA CITE DJEMAA        ," 4,757   "," 29,920   "," 18,536   "," 141,733   ", 3   , 430   ,,," 23,296   "," 172,083   ",-7.56875,33.5509602
0541,,780,,CASABLANCA SIDI BERNOUSSI     ," 11,904   "," 86,015   "," 35,504   "," 301,158   ", 3   , 260   ,,," 47,411   "," 387,434   ",-7.509783,33.610549
0542,,622,,EL GARA                       ," 2,046   "," 12,937   "," 3,966   "," 38,785   ", -     , -     ,,," 6,012   "," 51,722   ",-7.234859,33.274971
0543,,793,,MEDIOUNA                      ," 4,270   "," 27,708   "," 9,370   "," 70,883   ", -     , -     ,,," 13,640   "," 98,592   ",-7.520955,33.454745
0544,,780,,CASABLANCA  EL HANK           ," 2,795   "," 29,023   "," 6,585   "," 49,473   ", 1   , 10   ,,," 9,381   "," 78,506   ",-7.6530048,33.603545
0545,,780,,CASABLANCA SIDI MOUMEN        ," 8,232   "," 64,321   "," 19,607   "," 192,842   ", -     , -     ,,," 27,839   "," 257,163   ",-7.546299,33.578944
0546,,780,,CASA HAY RHAMNA               , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.5111348,33.5944198
0547,,780,,CASABLANCA HAY EL BARAKA      ," 7,717   "," 46,459   "," 20,803   "," 144,874   ", 2   , 710   ,,," 28,522   "," 192,043   ",-7.54367,33.5687472
0548,,780,,CASA HAY EL FALAH             , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.5492758,33.5618076
0549,,787,,MOHAMMEDIA HASSANIA           ," 3,253   "," 20,413   "," 8,026   "," 76,863   ", 1   , 100   ,,," 11,280   "," 97,376   ",-7.3904783,33.675602
