Code guichet                            ,Code Localités                                         ,Code Términal GAB,GUICHETS,GAB| Nombre total des GAB,dont ceux servant à collecter les dépôts,gpsx,gpsy
142,810,11600180,RABAT AL MASSIRA              ,1,,-6.8869727,33.9770429
139,815,1600315,SALE BETTANA                  ,1,,-6.8088466,34.0296335
117,815,1600316,SALE HAY ESSALAM              ,1,,-6.7926742,34.0407127
144,825,11600163,TEMARRA MASSIRA               ,1,,-6.8977726,33.9266164
184,330,11600095,KENITRA KHABBAZATE            ,1,,-6.5697894,34.2632373
315,360,1600743,KHEMISSET AZHAR               ,1,,-6.0717776,33.8249986
311,360,1600742,KHEMISSET PPL                 ,1,,-6.065309,33.824435
370,374,1600727,TIFLET PPAL                   ,1,,-6.3239166,33.8933598
357,336,1600272,MECHRâA BELKSIRI              ,1,,-5.9540815,34.576848
347,349,1600327,SIDI SLIMANE                  ,1,,-5.9253592,34.2621976
227,825,11600138,TEMARRA FATH EL KHEIR         ,1,,-6.921438,33.910412
97,330,1600800,KENITRA FAR                   ,1,,-6.604843,34.289346
1026,815,11600214,SALA EL JADIDA BOUREGREG,1,,-6.729543,33.995091
104,340,1600299,ALLAL TAZI                    ,1,,-6.323774,34.52174
119,821,1600149,SKHIRATE                      ,1,,-7.03893,33.851836
121,824,1600406,BOUKNADEL                     ,1,,-6.739635,34.121913
93,330,1600242,KENITRA PPL                   ,1,,-6.5819773,34.2609252
184,330,1600426,KENITRA KHABBAZATE            ,1,,-6.5697894,34.2632373
176,810,1600423,RABAT GUICH LOUDAYA           ,1,,-6.88662,33.9383499
150,815,11600264,SALE LâAYAYDA                 ,1,,-6.7727548,34.062028
9,810,1600804,RABAT GARDE ROYALE            ,1,,-6.837034,34.009599
338,368,1600280,ROMMANI                       ,1,,-6.6047681,33.5272422
98,330,1600799,KENITRA 3EME BAFRA            ,1,,-6.605004,34.289187
362,334,11600212,AIN DEFFALI                   ,1,,-5.552409,34.595684
354,353,11600099,SOUK LARBâA DU GHARB          ,1,,-6.0040739,34.6850835
34,819,11600189,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
347,349,11600096,SIDI SLIMANE                  ,1,,-5.9253592,34.2621976
150,815,1600300,SALE LâAYAYDA                 ,1,,-6.7727548,34.062028
364,374,1600726,TIFLET MEDINA                 ,1,,-6.3116509,33.8933443
229,810,11600215,KENITRA MAAMOURA              ,1,,-6.5489459,34.241608
369,376,1600288,SIDI ALLAL EL BAHRAOUI        ,1,,-6.5331665,34.0108348
156,810,1600473,RABAT DIOUR JAMAA             ,1,,-6.8480793,34.0139975
118,810,1600355,RABAT MADINAT AL IRFANE       ,1,,-6.8664471,33.9810031
93,330,1600620,KENITRA PPL                   ,1,,-6.5819773,34.2609252
134,810,1600336,RABAT DAR EL HADITH           ,1,,-6.8489081,34.0161729
24,815,11600211,SALE TABRIQUET                ,1,,-6.806945,34.045066
480,152,1600642,BNI AHMED                     ,1,,-5.078312,34.847049
451,720,1600613,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
371,640,1600828,TANGER 20 AOUT                ,1,,-5.8210856,35.7701761
374,640,11600022,TANGER AL IRFANE              ,1,,-5.881784,35.7326049
355,354,1600417,ARBAOUA                       ,1,,-5.924284,34.91018
332,341,1600745,OUEZZANE                      ,1,,-5.578088,34.79742
379,640,1600796,TANGER COMPLEXE HASSANI       ,1,,-5.843066,35.744819
384,640,1600487,TANGER DRISSIA                ,1,,-5.802032,35.760034
375,640,11600023,TANGER EL OUAFAE              ,1,,-5.8466042,35.7496905
387,640,11600103,TANGER DRADEB                 ,1,,-5.8290035,35.7856368
456,728,1600628,MDIQ                          ,1,,-5.3228036,35.6848275
389,640,11600100,TANGER AL MAJD                ,1,,-5.7977665,35.7455849
460,720,1600210,TETOUAN SIDI TALHA            ,1,,-5.3811872,35.5748102
373,640,11600038,TANGER PPAL                   ,1,,-5.806961,35.778219
451,720,1600586,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
330,646,1600608,TNINE SIDI YAMANI             ,1,,-5.972692,35.36953
373,640,1600597,TANGER PPAL                   ,1,,-5.806961,35.778219
451,720,1600486,TETOUAN PPAL                  ,1,,-5.3739802,35.5705832
390,648,11600101,GZENAYA                       ,1,,-5.90594,35.707438
378,640,1600311,TANGER BIR CHIFAE             ,1,,-5.8168531,35.7447358
334,341,11600033,OUEZZANE RMEL                 ,1,,-5.5844477,34.798213
332,341,11600157,OUEZZANE                      ,1,,-5.578088,34.79742
384,640,1600791,TANGER DRISSIA                ,1,,-5.802032,35.760034
455,727,11600108,MARTIL                        ,1,,-5.2778605,35.616652
384,640,11600102,TANGER DRISSIA                ,1,,-5.802032,35.760034
454,726,11600109,FNIDEQ                        ,1,,-5.3551457,35.847624
459,720,11600107,TETOUAN MY EL HASSAN          ,1,,-5.354582,35.572421
324,643,1600709,ASILAH                        ,1,,-6.030668,35.4680713
332,341,1600839,OUEZZANE                      ,1,,-5.578088,34.79742
680,41,1600888,TAROUDANNT MEDINA             ,1,,-8.884576,30.470139
474,151,1600604,BAB BERRET                    ,1,,-4.890375,34.996366
326,645,11600235,HAD RHARBIA                   ,1,,-5.931212,35.515688
462,722,11600236,BNI KARRICH FOUKI             ,1,,-5.422949,35.50742
388,640,11600082,TANGER VAL FLEURI             ,1,,-5.8311921,35.7776272
486,720,1600508,TETOUAN TABOULA               ,1,,-5.4000539,35.5681375
323,735,1600790,LARACHE                       ,1,,-6.1506365,35.1956598
324,643,1600123,ASILAH                        ,1,,-6.030668,35.4680713
992,640,11600173,TANGER DAR MOUIGNA,1,,-5.821563,35.758944
376,640,1600907,TANGER BNI MAKADA             ,1,,-5.8127761,35.760539
473,150,1600592,CHEFCHAOUEN                   ,1,,-5.2655813,35.1680529
457,729,11600031,OUED LAOU                     ,1,,-5.090564,35.448207
484,156,1600659,BAB TAZA                      ,1,,-5.195256,35.061545
993,640,11600172,TANGER BRANES,1,,-5.837173,35.762267
319,731,1600605,KSAR EL KEBIR PPAL            ,1,,-5.9074635,34.9979028
485,150,1600708,STEHA                         ,1,,-4.955215,35.345246
373,640,1600442,TANGER PPAL                   ,1,,-5.806961,35.778219
323,735,11600106,LARACHE                       ,1,,-6.1506365,35.1956598
475,167,1600611,ZOUMI                         ,1,,-5.344816,34.797092
991,640,11600170,TANGER BENDIBANE,1,,-5.814184,35.753071
985,728,11600084,MDIQ MARINA,1,,-5.340782,35.754027
380,640,1600382,TANGER MESNANA                ,1,,-5.8530468,35.7544032
373,640,1600598,TANGER PPAL                   ,1,,-5.806961,35.778219
461,720,1600830,TETOUAN TOUABEL               ,1,,-5.3456681,35.5812282
385,640,1600606,TANGER MSALLAH                ,1,,-5.8152652,35.7809478
458,720,1600380,TETOUAN MHANECH               ,1,,-5.3631843,35.5646903
372,647,1600373,KSAR SGHIR                    ,1,,-5.557934,35.840595
327,732,1600538,AL AOUAMRA                    ,1,,-6.090803,35.068057
336,344,1600885,SIDI REDOUANE                 ,1,,-5.448511,34.685289
321,731,1600298,KSAR EL KEBIR HAY ESSALAM     ,1,,-5.9009993,34.9984114
383,640,1600645,TANGER SOUANI                 ,1,,-5.8155281,35.7677952
322,735,1600217,LARAHE EL OUAFA               ,1,,-6.1466789,35.177246
